Date;DisplayPeriod;GroupOffset;GroupSlope;Icon;Inertia;NbAgents;ScenarioName;TimeLimit;TimeSlope;Title;LastStep;#indiv;timeslope
231121141427;1;4;1;swallow.gif;6;200;Swallows;300;20;Evolife_Swallows;300;93;12
