Date;AgeMax;BatchMode;DNAFill;DisplayPeriod;DumpStart;GazelleToLionRatio;GeneCoding;GeneLength;GroupMinSize;HuntingRatio;Icon;JumpEnergy;MutationRate;NbCrossover;NumberOfGroups;PopulationSize;ReproductionRate;ResultDir;Rounds;ScenarioName;SelectionPressure;Selectivity;StartFromFile;TimeLimit;Title;Vulnerability;LastStep;GazelleAvgThreshold;LionAvgThreshold;LionAvgScore
231122175408;10;0;0;10;100;80;0;8;0;10;Graphics/EvolifeIcon.png;20;5;1;1;400;20;./___Results;30;Gazelle;0;5;0;10000;Evolife;10;550;40;60;38
