Date;DisplayPeriod;Evaporation;Exploration;FoodQuantity;FoodSourceSize;Icon;LandSize;NPDeposit;NbFoodSources;PPMax;PopulationSize;RandomSeed;Saturation;ScenarioName;SniffingDistance;TimeLimit;Title;WindowSize;LastStep;Food
231121144910;1;5;0;222;4;ants-1.gif;100;0;16;1000;50;42;1000;Ants;5;1400;Evolife_Ants;1200;1400;332
